22, open
40, closed
2, closed
4, closed
1, closed
6, closed
150, closed
3, closed
41, closed
42, closed
44, closed
30, closed
26, closed
46, closed
34, closed
45, closed
47, closed
33, closed
49, closed
75, closed
14, closed
50, closed
77, closed
37, closed
51, closed
78, closed
19, closed
38, closed
52, closed
25, closed
43, closed
80, closed
27, closed
53, closed
81, closed
29, closed
54, closed
82, closed
55, closed
31, closed
83, closed
56, closed
35, closed
39, closed
57, closed
48, closed
58, closed
59, closed
91, closed
85, closed
61, closed
94, closed
88, closed
62, closed
90, closed
97, closed
67, closed
141, closed
117, closed
101, closed
71, closed
72, closed
103, closed
7, closed
73, closed
8, closed
79, closed
9, closed
86, closed
10, closed
11, closed
114, closed
125, closed
12, closed
13, closed
120, closed
134, closed
15, closed
16, closed
135, closed
136, closed
17, closed
127, closed
147, closed
18, closed
138, closed
129, closed
115, closed
137, closed
20, closed
131, closed
140, closed
21, closed
60, closed
142, closed
24, closed
65, closed
32, closed
145, closed
132, closed
146, closed
36, closed
149, closed
68, closed
144, closed
63, closed
76, closed
148, closed
66, closed
112, closed
98, closed
69, closed
113, closed
107, closed
116, closed
110, closed
70, closed
74, closed
84, closed
87, closed
89, closed
92, closed
93, closed
123, closed
119, closed
95, closed
124, closed
126, closed
109, closed
111, closed
96, closed
99, closed
130, closed
100, closed
121, closed
102, closed
122, closed
139, closed
133, closed
143, closed
5, closed
64, closed
105, closed
23, closed
106, closed
118, closed
28, closed
104, closed
108, closed
128, closed
151, closed
152, closed
241, closed
244, closed
248, closed
249, closed
165, closed
250, closed
277, closed
167, closed
166, closed
285, closed
255, closed
154, closed
156, closed
169, closed
162, closed
187, closed
204, closed
170, closed
219, closed
238, closed
254, closed
172, closed
267, closed
173, closed
279, closed
271, closed
283, closed
175, closed
272, closed
227, closed
176, closed
229, closed
233, closed
235, closed
275, closed
178, closed
237, closed
239, closed
246, closed
251, closed
259, closed
265, closed
270, closed
171, closed
174, closed
177, closed
180, closed
300, closed
182, closed
210, closed
185, closed
212, closed
188, closed
190, closed
214, closed
209, closed
193, closed
217, closed
220, closed
223, closed
153, closed
225, closed
273, closed
168, closed
287, closed
195, closed
196, closed
288, closed
198, closed
290, closed
200, closed
203, closed
292, closed
205, closed
293, closed
294, closed
297, closed
298, closed
291, closed
155, closed
157, closed
158, closed
160, closed
179, closed
184, closed
258, closed
189, closed
261, closed
253, closed
199, closed
161, closed
256, closed
201, closed
260, closed
163, closed
206, closed
164, closed
208, closed
280, closed
213, closed
181, closed
215, closed
159, closed
192, closed
263, closed
197, closed
218, closed
230, closed
228, closed
232, closed
236, closed
221, closed
224, closed
242, closed
247, closed
245, closed
299, closed
274, closed
269, closed
289, closed
234, closed
295, closed
240, closed
243, closed
264, closed
268, closed
266, closed
183, closed
186, closed
226, closed
191, closed
194, closed
231, closed
202, closed
207, closed
252, closed
211, closed
257, closed
216, closed
222, closed
276, closed
278, closed
282, closed
262, closed
284, closed
281, closed
286, closed
296, closed
301, closed
302, closed
310, closed
312, closed
314, closed
315, closed
316, closed
319, closed
320, closed
323, closed
307, closed
326, closed
309, closed
329, closed
334, closed
335, closed
336, closed
339, closed
366, closed
341, closed
343, closed
449, closed
345, closed
416, closed
346, closed
348, closed
390, closed
392, closed
420, closed
393, closed
421, closed
422, closed
400, closed
426, closed
401, closed
363, closed
427, closed
364, closed
428, closed
429, closed
423, closed
430, closed
431, closed
378, closed
432, closed
433, closed
381, closed
434, closed
443, closed
303, closed
306, closed
308, closed
391, closed
394, closed
313, closed
395, closed
317, closed
321, closed
397, closed
322, closed
325, closed
328, closed
402, closed
330, closed
332, closed
403, closed
333, closed
405, closed
337, closed
338, closed
404, closed
340, closed
406, closed
342, closed
344, closed
407, closed
417, closed
408, closed
409, closed
410, closed
411, closed
365, closed
412, closed
375, closed
383, closed
413, closed
354, closed
387, closed
356, closed
414, closed
396, closed
358, closed
415, closed
398, closed
360, closed
347, closed
352, closed
361, closed
450, closed
304, closed
311, closed
318, closed
331, closed
362, closed
367, closed
371, closed
376, closed
380, closed
399, closed
370, closed
369, closed
372, closed
374, closed
448, closed
324, closed
327, closed
349, closed
350, closed
355, closed
373, closed
377, closed
379, closed
382, closed
384, closed
385, closed
386, closed
388, closed
389, closed
418, closed
419, closed
424, closed
425, closed
435, closed
436, closed
437, closed
438, closed
439, closed
440, closed
441, closed
442, closed
444, closed
445, closed
446, closed
447, closed
305, closed
351, closed
353, closed
357, closed
359, closed
368, closed
